OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036KC,2025-02-16T20:47:51.914112,14.37636259,0.0018108,74.034,88.4669,264.48,268.7361,0,U,34065,999,83909,0.0002643,7.69e-06,0.0
COSMOS 2251 DEB,1993-036KH,2025-02-16T20:56:58.643808,14.66996447,0.0027317,74.0074,338.7974,173.1702,244.2619,0,U,34070,999,84213,0.0034796,0.00019634,0.0
COSMOS 2251 DEB,1993-036KK,2025-02-16T23:22:48.851328,14.49783329,0.005028,74.0596,247.0272,323.1415,159.2387,0,U,34114,999,83461,0.0035779,0.00014019,0.0
COSMOS 2251 DEB,1993-036KL,2025-02-16T21:11:37.309344,14.7314485,0.0035521,74.0085,108.3614,2.5172,357.6172,0,U,34115,999,85001,0.0018725,0.00012179,0.0
COSMOS 2251 DEB,1993-036KM,2025-02-16T15:59:28.849632,14.50393868,0.0012891,74.044,25.8037,191.1948,342.1012,0,U,34116,999,84146,0.0016253,6.332e-05,0.0
COSMOS 2251 DEB,1993-036KN,2025-02-16T18:32:55.468608,14.38389085,0.0059105,74.041,175.4892,326.6639,33.0798,0,U,34117,999,83822,0.001278,3.951e-05,0.0
COSMOS 2251 DEB,1993-036KP,2025-02-16T15:18:39.593664,14.80166849,0.0082181,73.9569,128.0682,26.7808,97.6381,0,U,34118,999,84730,0.0024901,0.00020059,0.0
COSMOS 2251 DEB,1993-036KR,2025-02-16T22:02:05.963712,13.98209763,0.0185567,73.9938,13.6487,266.5557,154.7231,0,U,34120,999,81803,0.00065143,1.049e-05,0.0
COSMOS 2251 DEB,1993-036KS,2025-02-17T12:41:26.697408,13.90077253,0.0243018,73.9911,247.4753,157.1368,234.7755,0,U,34121,999,80999,0.0038124,5.953e-05,0.0
COSMOS 2251 DEB,1993-036KT,2025-02-16T19:52:09.487776,14.5996025,0.0091938,74.0412,331.5817,303.2116,111.9482,0,U,34122,999,84314,0.0025093,0.00012758,0.0
COSMOS 2251 DEB,1993-036KX,2025-02-17T10:50:52.076832,15.38616334,0.0021859,73.9775,221.1486,104.1975,256.1662,0,U,34126,999,85789,0.0063511,0.00252268,0.0
COSMOS 2251 DEB,1993-036KY,2025-02-16T21:13:54.655104,14.27542039,0.012062,74.1806,222.319,144.1709,333.8612,0,U,34127,999,82533,0.0039723,0.00010545,0.0
COSMOS 2251 DEB,1993-036KZ,2025-02-17T09:49:04.090368,14.82935184,0.0044118,74.0038,176.3929,11.1619,44.6654,0,U,34128,999,84750,0.0047705,0.00039571,0.0
COSMOS 2251 DEB,1993-036LA,2025-02-16T20:14:21.704928,14.69296904,0.003812,74.0385,201.4731,3.0622,357.0774,0,U,34129,999,56898,0.0024946,0.00014889,0.0
COSMOS 2251 DEB,1993-036LH,2025-02-16T20:38:21.464160,14.77009292,0.0091046,74.0185,270.6705,110.2915,261.8795,0,U,34136,999,85593,0.00077467,5.819e-05,0.0
COSMOS 2251 DEB,1993-036LL,2025-02-17T04:37:16.212000,14.53623839,0.0049768,74.0314,100.6845,252.6036,163.6737,0,U,34139,999,83816,0.0023533,9.989e-05,0.0
COSMOS 2251 DEB,1993-036LN,2025-02-17T13:34:33.017088,14.44645409,0.005564,74.011,226.9384,26.3573,37.0782,0,U,34141,999,83381,0.003009,0.00010611,0.0
COSMOS 2251 DEB,1993-036LQ,2025-02-16T20:03:25.417440,14.62359819,0.0052414,74.0127,161.423,26.6857,333.6988,0,U,34270,999,84722,0.0014238,7.316e-05,0.0
COSMOS 2251 DEB,1993-036LR,2025-02-16T19:00:55.487232,14.61980243,0.0022714,74.0242,56.173,202.4473,330.861,0,U,34271,999,83852,0.0030251,0.00015222,0.0
COSMOS 2251 DEB,1993-036LT,2025-02-17T03:36:18.149184,14.57737346,0.0016123,74.0374,296.7919,139.2063,349.0916,0,U,34273,999,84282,0.0016584,7.569e-05,0.0
COSMOS 2251 DEB,1993-036LU,2025-02-16T17:04:06.231936,14.60183093,0.0025528,74.0051,282.6261,144.5019,272.5333,0,U,34274,999,84304,0.0017542,8.471e-05,0.0
COSMOS 2251 DEB,1993-036LV,2025-02-17T12:14:38.262912,15.06409885,0.0009124,74.0098,252.8232,125.8692,234.3347,0,U,34275,999,84450,0.008143,0.00122195,0.0
COSMOS 2251 DEB,1993-036LW,2025-02-16T22:38:50.323200,14.54624492,0.0024086,74.0243,292.2707,153.1054,218.541,0,U,34276,999,84244,0.0012866,5.494e-05,0.0
COSMOS 2251 DEB,1993-036MT,2025-02-16T22:49:45.382944,14.36287203,0.0018698,74.0477,112.7537,260.9813,272.6216,0,U,34297,999,83774,0.00025143,7.1e-06,0.0
COSMOS 2251 DEB,1993-036MV,2025-02-16T21:29:06.196704,14.98378518,0.0105427,74.0046,241.94,51.7444,309.317,0,U,34299,999,84488,0.0042779,0.00057657,0.0
COSMOS 2251 DEB,1993-036MW,2025-02-17T08:02:23.905824,15.13256599,0.004987,73.9948,276.9135,103.0139,257.6629,0,U,34300,999,84374,0.0088188,0.00165217,0.0
COSMOS 2251 DEB,1993-036MX,2025-02-17T01:37:26.762304,14.70452488,0.0017534,74.013,33.466,193.3172,234.6211,0,U,34301,999,84017,0.0048292,0.0002943,0.0
COSMOS 2251 DEB,1993-036MY,2025-02-17T04:33:35.219808,14.37139818,0.0082456,74.1817,309.0166,247.6934,238.58,0,U,34302,999,83428,0.0015063,4.633e-05,0.0
COSMOS 2251 DEB,1993-036MZ,2025-02-17T11:25:47.377920,14.4946036,0.0150867,74.0076,131.2928,341.1706,30.0471,0,U,34303,999,83649,0.0023352,0.00010327,0.0
COSMOS 2251 DEB,1993-036NA,2025-02-17T11:24:42.211584,14.34650747,0.0136393,74.0158,311.3241,160.457,12.7581,0,U,34304,999,83033,0.0016897,5.284e-05,0.0
COSMOS 2251 DEB,1993-036ND,2025-02-16T19:26:20.773824,13.53473991,0.039616,74.0519,72.4762,327.7971,210.0117,0,U,34307,999,78816,0.0015787,1.723e-05,0.0
COSMOS 2251 DEB,1993-036NK,2025-02-16T19:28:11.629344,14.87584393,0.0031296,73.9887,195.856,51.4286,308.969,0,U,34313,999,84580,0.0049346,0.00045504,0.0
COSMOS 2251 DEB,1993-036NL,2025-02-17T11:17:46.203360,14.16482828,0.0107763,74.0052,120.2642,294.8629,75.3928,0,U,34314,999,82446,0.00089446,1.858e-05,0.0
COSMOS 2251 DEB,1993-036NN,2025-02-16T20:04:34.597920,14.79348744,0.0013336,74.0694,209.945,40.1177,320.0981,0,U,34316,999,84770,0.0036575,0.00027367,0.0
COSMOS 2251 DEB,1993-036NP,2025-02-17T07:59:06.014400,13.64577123,0.0338537,73.9266,166.817,213.2986,181.983,0,U,34317,999,79588,0.0020947,2.462e-05,0.0
COSMOS 2251 DEB,1993-036NT,2025-02-16T22:49:49.389312,14.48347896,0.0017128,74.0325,356.9966,205.9005,218.0699,0,U,34321,999,84158,0.0012309,4.589e-05,0.0
COSMOS 2251 DEB,1993-036NV,2025-02-16T23:20:26.844288,14.65324292,0.0069244,73.96,345.0978,102.7922,337.6032,0,U,34323,999,84050,0.0038716,0.00021687,0.0
COSMOS 2251 DEB,1993-036NX,2025-02-16T14:26:45.342816,14.02476834,0.0193835,73.875,359.0757,73.4932,98.038,0,U,34325,999,81354,0.0031435,5.683e-05,0.0
COSMOS 2251 DEB,1993-036NZ,2025-02-16T10:34:48.855936,14.803433,0.0043081,73.9982,47.436,297.4866,192.0,0,U,34327,999,85128,0.0027133,0.00021056,0.0
COSMOS 2251 DEB,1993-036PN,2025-02-17T03:48:44.032608,13.78545108,0.0298083,74.0767,86.3445,264.0332,152.386,0,U,34340,999,80167,0.0021399,2.995e-05,0.0
COSMOS 2251 DEB,1993-036PQ,2025-02-17T09:44:08.814048,15.19319599,0.0030622,74.1613,40.3553,73.8226,41.6664,0,U,34342,999,85575,0.0053795,0.00116834,0.0
COSMOS 2251 DEB,1993-036PR,2025-02-17T10:03:09.255168,14.63228711,0.0024069,74.0229,305.281,289.9637,185.9596,0,U,34343,999,84376,0.0027995,0.00014484,0.0
COSMOS 2251 DEB,1993-036PS,2025-02-16T17:48:02.681280,14.13514561,0.016265,73.9806,282.9047,172.7689,262.9688,0,U,34344,999,81867,0.0021667,4.606e-05,0.0
COSMOS 2251 DEB,1993-036PU,2025-02-16T13:28:10.671168,13.98026271,0.0213872,73.9943,110.7306,353.4465,124.197,0,U,34346,999,81226,0.0012153,2.073e-05,0.0
COSMOS 2251 DEB,1993-036PY,2025-02-17T11:42:16.859232,14.86236092,0.0012195,74.0279,180.9757,29.1502,49.4378,0,U,34383,999,84671,0.0058813,0.00052136,0.0
COSMOS 2251 DEB,1993-036QC,2025-02-16T17:49:00.451776,14.42860308,0.0040415,74.0413,47.2351,221.79,312.0864,0,U,34387,999,83867,0.00064511,2.149e-05,0.0
COSMOS 2251 DEB,1993-036QD,2025-02-16T19:08:45.506688,14.47089194,0.0014131,74.0392,62.8185,200.4093,333.0717,0,U,34388,999,83827,0.001299,4.715e-05,0.0
COSMOS 2251 DEB,1993-036QE,2025-02-17T04:58:22.601856,14.40436722,0.0031949,74.018,82.9249,270.1388,164.906,0,U,34389,999,83712,0.00074814,2.366e-05,0.0
COSMOS 2251 DEB,1993-036QF,2025-02-17T09:12:54.351360,14.99775135,0.0029689,74.0734,157.0624,229.0829,190.7957,0,U,34390,999,84804,0.0063112,0.00079611,0.0
COSMOS 2251 DEB,1993-036QM,2025-02-16T20:46:31.175904,14.65860846,0.0008146,74.0355,343.7952,138.5278,277.8842,0,U,34396,999,83954,0.0035409,0.00019379,0.0
COSMOS 2251 DEB,1993-036QR,2025-02-16T17:21:37.077984,15.03102961,0.0038902,73.9907,293.3441,164.9228,195.313,0,U,34400,999,85428,0.0027841,0.00038361,0.0
COSMOS 2251 DEB,1993-036QS,2025-02-17T09:32:23.827200,15.18616671,0.0029858,74.0278,148.3855,304.2125,128.2013,0,U,34401,999,84924,0.0071026,0.00151773,0.0
COSMOS 2251 DEB,1993-036RA,2025-02-17T00:34:26.465088,14.57209196,0.0082634,74.0641,153.8069,306.4923,228.109,0,U,34409,999,84883,0.00039788,1.851e-05,0.0
COSMOS 2251 DEB,1993-036RB,2025-02-17T09:29:25.715328,14.95870156,0.0038651,73.7545,164.7138,55.3502,14.3236,0,U,34410,999,85374,0.0036182,0.00041271,0.0
COSMOS 2251 DEB,1993-036RD,2025-02-17T08:54:43.263648,14.43262202,0.0202014,73.949,164.0464,326.3224,32.5225,0,U,34412,999,83361,0.0014792,6.352e-05,0.0
COSMOS 2251 DEB,1993-036RE,2025-02-16T12:47:38.739264,14.26472038,0.0097803,74.0306,87.1518,238.3764,273.5487,0,U,34413,999,82860,0.002392,6.037e-05,0.0
COSMOS 2251 DEB,1993-036RM,2025-02-16T21:19:33.831264,14.67307341,0.0107515,74.0353,321.5711,159.4737,319.413,0,U,34420,999,85385,0.00029995,1.812e-05,0.0
COSMOS 2251 DEB,1993-036RS,2025-02-17T08:07:44.978592,14.59452853,0.0027394,74.0208,265.2067,104.7428,255.6776,0,U,34425,999,84398,0.0014366,6.825e-05,0.0
COSMOS 2251 DEB,1993-036RV,2025-02-17T13:42:04.595328,15.16774038,0.0016705,74.0126,219.8732,29.986,35.661,0,U,34428,999,84573,0.008628,0.00174096,0.0
COSMOS 2251 DEB,1993-036RW,2025-02-17T12:02:31.507584,14.95016998,0.0033319,73.9932,68.0485,293.8878,193.5043,0,U,34429,999,85040,0.0046371,0.00051636,0.0
COSMOS 2251 DEB,1993-036RX,2025-02-16T23:40:42.804192,14.38592866,0.0063506,74.0518,134.1301,280.1282,79.2712,0,U,34430,999,83685,0.00063562,1.965e-05,0.0
COSMOS 2251 DEB,1993-036RY,2025-02-16T23:11:03.119712,14.27589539,0.0067237,74.0791,355.5178,55.4124,305.3343,0,U,34431,999,82877,0.0017186,4.31e-05,0.0
COSMOS 2251 DEB,1993-036RZ,2025-02-16T21:25:06.068640,14.01938682,0.018433,73.8273,268.4067,43.8306,329.1274,0,U,34432,999,81541,0.0013144,2.299e-05,0.0
COSMOS 2251 DEB,1993-036SA,2025-02-17T03:51:08.747424,14.10518366,0.0160368,74.0204,322.7464,167.9908,192.513,0,U,34433,999,81784,0.0013154,2.618e-05,0.0
COSMOS 2251 DEB,1993-036SB,2025-02-17T10:18:44.053056,13.85579315,0.0295124,74.0602,155.7819,0.4278,111.8055,0,U,34434,999,79854,0.0043794,7.013e-05,0.0
COSMOS 2251 DEB,1993-036SK,2025-02-17T03:12:38.015712,15.169877,0.0034159,73.9929,303.1056,152.245,208.0578,0,U,34442,999,85443,0.0045281,0.0009191,0.0
COSMOS 2251 DEB,1993-036SP,2025-02-17T12:36:03.940704,14.48875766,0.0050478,74.0393,256.3151,108.1813,252.4852,0,U,34446,999,84401,0.00026634,9.96e-06,0.0
COSMOS 2251 DEB,1993-036SS,2025-02-17T11:06:17.108064,14.78003308,0.0034908,74.0401,303.4144,81.4923,90.8609,0,U,34449,999,84263,0.0048343,0.00035395,0.0
COSMOS 2251 DEB,1993-036SU,2025-02-17T02:34:52.853952,14.77936661,0.003393,74.0553,321.2998,81.064,279.4374,0,U,34451,999,84226,0.0047889,0.00034986,0.0
COSMOS 2251 DEB,1993-036SV,2025-02-16T20:26:43.560384,15.01856316,0.0081169,74.037,76.6039,237.4514,179.0716,0,U,34452,999,86161,0.0012952,0.00018162,0.0
COSMOS 2251 DEB,1993-036SW,2025-02-17T06:42:39.935232,14.89419523,0.0031084,74.1548,353.2846,274.6938,237.5104,0,U,34453,999,84402,0.0063961,0.00061867,0.0
COSMOS 2251 DEB,1993-036SX,2025-02-17T10:30:23.869728,14.38212625,0.0036995,74.0577,106.7621,247.6835,112.0395,0,U,34454,999,83791,0.00043664,1.311e-05,0.0
COSMOS 2251 DEB,1993-036TA,2025-02-17T07:41:02.059008,15.2205693,0.0045043,73.9824,343.5623,190.3376,169.6901,0,U,34457,999,85257,0.0058641,0.00140456,0.0
COSMOS 2251 DEB,1993-036TC,2025-02-17T10:10:54.059520,13.99932172,0.019353,74.0782,49.4083,191.9796,167.6703,0,U,34459,999,81545,0.00061423,1.037e-05,0.0
COSMOS 2251 DEB,1993-036TH,2025-02-16T21:08:36.947616,14.98014631,0.0036644,74.011,336.7447,209.1469,211.825,0,U,34464,999,85328,0.0033847,0.00040739,0.0
COSMOS 2251 DEB,1993-036TM,2025-02-16T20:49:24.582432,14.46655939,0.0077054,74.0153,316.7049,174.7444,185.4543,0,U,34468,999,84138,0.0005028,1.856e-05,0.0
COSMOS 2251 DEB,1993-036TR,2025-02-17T12:24:23.743872,13.69312957,0.0334,74.0817,228.1848,67.8036,295.8159,0,U,34472,999,79691,0.0028344,3.622e-05,0.0
COSMOS 2251 DEB,1993-036TS,2025-02-16T22:49:11.484768,15.0255117,0.0007433,74.0079,291.625,128.7358,242.8967,0,U,34473,999,84365,0.0077697,0.00104915,0.0
COSMOS 2251 DEB,1993-036TT,2025-02-16T22:05:06.254592,14.04019947,0.0211342,74.0773,126.8963,274.5781,203.9467,0,U,34474,999,81343,0.0035429,6.815e-05,0.0
COSMOS 2251 DEB,1993-036TV,2025-02-17T12:26:02.118912,13.7805926,0.0329824,74.0074,223.5465,146.7189,215.5159,0,U,34476,999,79522,0.011199,0.00016874,0.0
COSMOS 2251 DEB,1993-036TW,2025-02-16T17:58:46.307712,14.5408046,0.0080342,73.9781,278.0671,175.4979,256.0893,0,U,34477,999,84275,0.0011071,4.853e-05,0.0
COSMOS 2251 DEB,1993-036TX,2025-02-17T14:02:27.951072,14.85621504,0.0060019,74.0485,248.9511,178.5005,243.555,0,U,34478,999,84579,0.0037024,0.00033244,0.0
COSMOS 2251 DEB,1993-036UA,2025-02-16T22:41:57.451776,14.3110942,0.007152,73.9775,240.2684,120.9803,0.2565,0,U,34481,999,83172,0.00098026,2.633e-05,0.0
COSMOS 2251 DEB,1993-036UB,2025-02-17T04:03:56.616192,14.6082082,0.0054126,74.0391,77.8514,221.2451,201.2267,0,U,34482,999,83863,0.0032549,0.00016244,0.0
COSMOS 2251 DEB,1993-036UE,2025-02-17T05:19:47.858016,13.5418496,0.0383406,73.919,327.1323,50.6411,97.4141,0,U,34544,999,78907,0.0019362,2.083e-05,0.0
COSMOS 2251 DEB,1993-036UG,2025-02-17T04:47:09.930336,14.43593443,0.0024054,74.0307,85.0662,240.4266,184.186,0,U,34546,999,83758,0.0010855,3.667e-05,0.0
COSMOS 2251 DEB,1993-036UH,2025-02-17T00:13:42.648096,14.65043416,0.0023519,74.0364,318.8548,122.3542,237.9908,0,U,34547,999,84186,0.0029888,0.00016105,0.0
COSMOS 2251 DEB,1993-036UP,2025-02-16T17:24:32.947776,14.5361954,0.0022328,74.0274,38.9558,200.9487,208.8729,0,U,34553,999,83745,0.0022887,9.587e-05,0.0
COSMOS 2251 DEB,1993-036UQ,2025-02-17T12:15:57.091680,14.37164626,0.0025142,74.0387,127.806,268.7253,102.6656,0,U,34554,999,83528,0.00054327,1.595e-05,0.0
COSMOS 2251 DEB,1993-036US,2025-02-16T20:48:11.939904,14.67731269,0.0011837,74.0234,347.491,149.6411,270.5565,0,U,34556,999,83929,0.0034886,0.00019925,0.0
COSMOS 2251 DEB,1993-036UW,2025-02-16T21:38:01.492224,14.6394982,0.0019184,74.0231,0.4275,169.2476,253.6151,0,U,34560,999,83866,0.0040827,0.00021469,0.0
COSMOS 2251 DEB,1993-036UZ,2025-02-16T18:29:41.591328,14.45068998,0.0015122,74.0391,41.2816,219.2395,206.8211,0,U,34563,999,83876,0.00097188,3.376e-05,0.0
COSMOS 2251 DEB,1993-036VA,2025-02-17T03:12:36.318816,14.39976617,0.0020863,74.0312,70.1863,252.7105,174.9007,0,U,34564,999,83769,0.00049086,1.523e-05,0.0
COSMOS 2251 DEB,1993-036VD,2025-02-16T21:24:26.862048,14.23627476,0.0073158,74.0445,334.4768,120.7451,308.3485,0,U,34567,999,82971,0.00034962,7.95e-06,0.0
COSMOS 2251 DEB,1993-036VF,2025-02-17T04:43:27.420960,14.23408879,0.0162967,73.9945,17.4344,273.7646,96.4828,0,U,34569,999,82731,0.0014985,3.874e-05,0.0
COSMOS 2251 DEB,1993-036VG,2025-02-16T16:41:33.453312,13.98919761,0.0194013,73.9618,18.0514,322.7827,213.6294,0,U,34570,999,81417,0.0022326,3.761e-05,0.0
COSMOS 2251 DEB,1993-036VH,2025-02-16T08:24:54.958176,14.42279379,0.0070796,74.0447,20.6161,136.1978,224.4824,0,U,34571,999,82967,0.0040154,0.00013654,0.0
COSMOS 2251 DEB,1993-036VJ,2025-02-17T02:49:43.256064,14.43790289,0.0071797,74.0135,314.3419,103.0451,325.8507,0,U,34572,999,83057,0.0037354,0.00013116,0.0
COSMOS 2251 DEB,1993-036VL,2025-02-16T20:05:55.179744,14.6568917,0.0072562,74.0684,259.8928,2.3939,9.1198,0,U,34574,999,84392,0.0016,9.033e-05,0.0
COSMOS 2251 DEB,1993-036VN,2025-02-16T06:10:03.873792,14.52753965,0.0009892,74.0391,344.3999,203.1353,307.3088,0,U,34576,999,84113,0.0018012,7.379e-05,0.0
COSMOS 2251 DEB,1993-036VP,2025-02-17T10:40:33.167712,14.9976085,0.0026345,74.025,72.3942,290.5979,69.2382,0,U,34577,999,85025,0.004701,0.00058985,0.0
COSMOS 2251 DEB,1993-036VR,2025-02-17T10:21:58.633632,14.44019946,0.002824,74.0531,58.7192,208.5966,273.2282,0,U,34579,999,83890,0.00093114,3.174e-05,0.0
COSMOS 2251 DEB,1993-036VU,2025-02-16T13:13:50.727648,14.41648168,0.0052843,74.0193,108.0482,292.1584,67.3968,0,U,34582,999,83633,0.0010165,3.341e-05,0.0
COSMOS 2251 DEB,1993-036WA,2025-02-16T21:52:18.664032,14.40824024,0.0020279,74.0427,101.4829,237.1612,296.719,0,U,34588,999,83667,0.00081548,2.592e-05,0.0
COSMOS 2251 DEB,1993-036WB,2025-02-17T09:37:35.378688,13.85405315,0.0252486,73.926,204.1192,206.5725,181.2604,0,U,34589,999,80680,0.0023549,3.415e-05,0.0
COSMOS 2251 DEB,1993-036WC,2025-02-16T09:09:15.509664,14.54295447,0.0069887,74.0445,168.6146,13.113,42.9966,0,U,34590,999,84768,0.00026204,1.118e-05,0.0
COSMOS 2251 DEB,1993-036WE,2025-02-16T10:40:49.130976,14.20184148,0.0148151,73.7339,293.0882,200.6147,333.5774,0,U,34609,999,82380,0.0011026,2.601e-05,0.0
COSMOS 2251 DEB,1993-036WF,2025-02-15T11:52:19.711776,14.04815069,0.0190581,74.0187,67.8748,267.2641,90.6669,0,U,34610,999,81340,0.00282,5.3e-05,0.0
COSMOS 2251 DEB,1993-036WG,2025-02-17T04:13:53.336928,14.63142075,0.0025264,74.0574,315.8835,83.5178,66.5721,0,U,34611,999,84082,0.0025896,0.00013374,0.0
COSMOS 2251 DEB,1993-036WJ,2025-02-17T13:21:40.843872,14.23470934,0.0117623,73.963,98.8111,353.3903,131.799,0,U,34613,999,82252,0.0024891,6.054e-05,0.0
COSMOS 2251 DEB,1993-036WK,2025-02-16T07:04:11.678304,14.10936059,0.0207741,73.8842,160.0299,216.4214,173.1601,0,U,34614,999,80533,0.010919,0.00024037,0.0
COSMOS 2251 DEB,1993-036WL,2025-02-17T01:45:39.813408,13.51563114,0.0399386,74.0042,52.8968,20.5999,34.6198,0,U,34615,999,78778,0.0015028,1.596e-05,0.0
COSMOS 2251 DEB,1993-036WQ,2025-02-16T17:06:51.078816,14.63492327,0.0096871,74.0449,54.0353,227.0748,132.2263,0,U,34619,999,84922,0.00042541,2.326e-05,0.0
COSMOS 2251 DEB,1993-036WR,2025-02-17T10:03:10.017216,14.42080682,0.0087895,74.0555,55.291,172.3303,187.9223,0,U,34620,999,82557,0.0041997,0.00014458,0.0
COSMOS 2251 DEB,1993-036WT,2025-02-16T14:43:16.182336,14.20428027,0.0112542,74.0417,123.0323,278.5457,151.3045,0,U,34622,999,82220,0.0018945,4.306e-05,0.0
COSMOS 2251 DEB,1993-036WX,2025-02-17T01:36:17.252640,14.67864778,0.0031552,74.051,182.6356,352.3053,127.556,0,U,34626,999,84767,0.001807,0.00010388,0.0
COSMOS 2251 DEB,1993-036XF,2025-02-17T11:46:53.711616,14.54294692,0.0045916,74.0502,239.02,61.4893,321.1084,0,U,34634,999,84514,0.00079048,3.373e-05,0.0
COSMOS 2251 DEB,1993-036XG,2025-02-17T10:55:30.703872,14.63124845,0.0032651,74.0465,284.7929,74.602,348.7137,0,U,34635,999,84320,0.0021152,0.00010944,0.0
COSMOS 2251 DEB,1993-036XJ,2025-02-17T02:58:48.065952,14.56955029,0.0052777,74.0514,309.1942,97.1901,26.8207,0,U,34637,999,84232,0.0016879,7.706e-05,0.0
COSMOS 2251 DEB,1993-036XN,2025-02-16T22:36:43.551936,14.49127923,0.0019476,73.8393,290.1305,265.0229,106.835,0,U,34641,999,83923,0.0010511,3.98e-05,0.0
COSMOS 2251 DEB,1993-036XP,2025-02-17T12:06:14.639040,13.97198493,0.0213376,74.0038,135.677,19.569,352.4121,0,U,34642,999,81170,0.0017691,2.979e-05,0.0
COSMOS 2251 DEB,1993-036XR,2025-02-16T06:58:11.887968,14.60707532,0.0014264,74.0319,349.5349,157.0878,355.3889,0,U,34671,999,83915,0.0032087,0.00015668,0.0
COSMOS 2251 DEB,1993-036XS,2025-02-15T14:37:44.154912,14.35820546,0.0026096,74.0341,136.7677,285.3499,141.4087,0,U,34672,999,83427,0.00043352,1.234e-05,0.0
COSMOS 2251 DEB,1993-036XY,2025-02-16T15:53:45.398400,14.30001061,0.0026256,74.0372,189.3855,310.8728,60.5401,0,U,34678,999,83104,6.4839e-05,1.42e-06,0.0
COSMOS 2251 DEB,1993-036YA,2025-02-16T13:40:54.399648,14.56781448,0.0008268,74.0473,339.3707,166.375,6.3835,0,U,34680,999,83993,0.0020733,9.266e-05,0.0
COSMOS 2251 DEB,1993-036YB,2025-02-16T17:06:12.951360,14.75708284,0.00311,74.067,157.9596,302.971,172.9807,0,U,34681,999,84848,0.0021805,0.00015031,0.0
COSMOS 2251 DEB,1993-036YC,2025-02-17T03:19:58.921824,14.56097512,0.001986,74.0401,290.4433,139.0721,15.4738,0,U,34682,999,84335,0.0013377,5.89e-05,0.0
COSMOS 2251 DEB,1993-036YD,2025-02-16T18:08:24.004896,14.59870725,0.0021657,74.0314,305.1045,136.3448,279.9388,0,U,34683,999,83978,0.0017952,8.6e-05,0.0
COSMOS 2251 DEB,1993-036YF,2025-02-17T03:02:22.953984,14.5411406,0.0016283,74.0342,355.0698,181.8844,189.5486,0,U,34685,999,84237,0.002099,8.869e-05,0.0
COSMOS 2251 DEB,1993-036YK,2025-02-16T09:01:32.345184,13.99443632,0.0242769,74.0917,21.867,166.1501,346.8684,0,U,34689,999,80146,0.0032944,6.166e-05,0.0
COSMOS 2251 DEB,1993-036YP,2025-02-17T04:37:18.253632,13.95150433,0.0219954,73.9227,123.4976,122.3882,270.199,0,U,34721,999,80982,0.0020306,3.332e-05,0.0
COSMOS 2251 DEB,1993-036YQ,2025-02-16T13:51:05.288256,14.10929283,0.016696,73.8878,148.954,132.3301,241.8678,0,U,34722,999,82023,0.0013262,2.688e-05,0.0
COSMOS 2251 DEB,1993-036YU,2025-02-17T12:24:04.688352,14.57659923,0.0044622,74.029,194.4112,57.4346,303.1116,0,U,34726,999,84175,0.00089909,4.129e-05,0.0
COSMOS 2251 DEB,1993-036YW,2025-02-17T03:55:35.435712,14.67293109,0.004696,74.0179,110.5837,342.1189,17.8325,0,U,34728,999,84494,0.0012966,7.412e-05,0.0
COSMOS 2251 DEB,1993-036YX,2025-02-16T21:31:02.181792,14.72833786,0.0019908,74.0193,225.7203,67.9373,2.7304,0,U,34729,999,84043,0.0031526,0.00020266,0.0
COSMOS 2251 DEB,1993-036ZA,2025-02-17T10:27:10.904832,14.46870307,0.0039483,74.045,290.4253,156.9465,15.437,0,U,34732,999,83894,0.00024463,8.69e-06,0.0
COSMOS 2251 DEB,1993-036ZE,2025-02-17T02:25:33.451968,14.88003496,0.0006959,74.0181,291.4144,128.8005,352.4121,0,U,34736,999,83979,0.0061318,0.00056755,0.0
COSMOS 2251 DEB,1993-036ZG,2025-02-16T21:02:13.612416,14.45364512,0.0048253,74.0197,341.4413,201.776,215.5377,0,U,34738,999,83539,0.00058465,2.058e-05,0.0
COSMOS 2251 DEB,1993-036ZU,2025-02-16T18:49:50.933856,14.56896924,0.0037573,74.1101,49.0557,81.8695,333.7936,0,U,34750,999,83870,0.0021418,9.686e-05,0.0
COSMOS 2251 DEB,1993-036ZW,2025-02-17T11:59:31.062912,14.90560845,0.0060763,74.0145,243.0625,91.4602,269.3541,0,U,34752,999,85395,0.0021283,0.00021588,0.0
COSMOS 2251 DEB,1993-036ZY,2025-02-16T19:57:05.785344,14.39879337,0.0031377,74.0291,60.2721,252.6062,170.0387,0,U,34754,999,83830,0.00039376,1.218e-05,0.0
COSMOS 2251 DEB,1993-036ZZ,2025-02-17T10:20:43.554624,13.49814513,0.0406798,73.9244,49.1575,124.9638,23.5907,0,U,34755,999,78597,0.0009951,1.036e-05,0.0
COSMOS 2251 DEB,1993-036AAA,2025-02-17T12:24:35.511552,13.66016849,0.0348374,74.0031,234.3021,172.5678,188.0802,0,U,34756,999,79454,0.003488,4.334e-05,0.0
